time_left,ct_health,t_health,ct_armor,ct_players_alive,t_players_alive,bomb_planted
67.23,500.0,399.0,491.0,5.0,4.0,0
47.23,400.0,397.0,391.0,4.0,4.0,0
25.47,300.0,371.0,291.0,3.0,4.0,1
174.91,500.0,500.0,291.0,5.0,5.0,0
114.92,500.0,500.0,491.0,5.0,5.0,0
94.92,500.0,500.0,491.0,5.0,5.0,0
74.92,500.0,500.0,491.0,5.0,5.0,0
54.92,500.0,500.0,491.0,5.0,5.0,0
34.92,500.0,500.0,491.0,5.0,5.0,0
39.3,273.0,118.0,296.0,3.0,2.0,1
19.3,173.0,100.0,196.0,2.0,1.0,1
174.91,500.0,500.0,0.0,5.0,5.0,0
114.9,500.0,500.0,500.0,5.0,5.0,0
94.9,481.0,452.0,500.0,5.0,5.0,0
74.9,481.0,452.0,500.0,5.0,5.0,0
54.9,481.0,452.0,500.0,5.0,5.0,0
34.9,481.0,299.0,500.0,5.0,5.0,0
14.9,200.0,102.0,200.0,2.0,2.0,0
174.91,500.0,500.0,0.0,5.0,5.0,0
114.9,500.0,500.0,100.0,5.0,5.0,0
94.9,300.0,458.0,100.0,3.0,5.0,0
74.9,112.0,286.0,85.0,2.0,4.0,0
26.8,112.0,286.0,85.0,2.0,4.0,1
6.8,13.0,286.0,85.0,1.0,4.0,1
174.91,500.0,500.0,85.0,5.0,5.0,0
175.0,500.0,500.0,485.0,5.0,5.0,0
175.0,500.0,500.0,485.0,5.0,5.0,0
161.27,500.0,500.0,485.0,5.0,5.0,0
101.27,500.0,500.0,485.0,5.0,5.0,0
81.27,264.0,300.0,294.0,3.0,3.0,0
23.65,264.0,221.0,294.0,3.0,3.0,1
174.91,500.0,500.0,195.0,5.0,5.0,0
114.9,500.0,500.0,495.0,5.0,5.0,0
94.9,500.0,500.0,495.0,5.0,5.0,0
74.9,500.0,499.0,495.0,5.0,5.0,0
54.9,459.0,452.0,484.0,5.0,5.0,0
34.9,459.0,252.0,484.0,5.0,3.0,0
27.29,459.0,252.0,484.0,5.0,3.0,1
7.29,107.0,0.0,180.0,2.0,0.0,1
174.91,500.0,500.0,180.0,5.0,5.0,0
114.9,500.0,500.0,480.0,5.0,5.0,0
94.9,342.0,239.0,374.0,4.0,4.0,0
74.9,200.0,223.0,185.0,2.0,4.0,0
32.43,100.0,202.0,100.0,1.0,4.0,1
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,100.0,5.0,5.0,0
175.0,500.0,500.0,100.0,5.0,5.0,0
175.0,500.0,500.0,100.0,5.0,5.0,0
175.0,500.0,500.0,100.0,5.0,5.0,0
175.0,500.0,500.0,100.0,5.0,5.0,0
175.0,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,200.0,5.0,5.0,0
167.39,500.0,500.0,400.0,5.0,5.0,0
107.39,500.0,500.0,400.0,5.0,5.0,0
87.39,500.0,500.0,400.0,5.0,5.0,0
67.39,292.0,100.0,386.0,4.0,1.0,0
47.39,292.0,100.0,386.0,4.0,1.0,0
27.39,292.0,100.0,386.0,4.0,1.0,0
174.91,500.0,500.0,386.0,5.0,5.0,0
114.92,500.0,500.0,500.0,5.0,5.0,0
94.92,482.0,500.0,499.0,5.0,5.0,0
74.92,440.0,259.0,474.0,5.0,3.0,0
174.91,500.0,500.0,474.0,5.0,5.0,0
114.92,500.0,500.0,474.0,5.0,5.0,0
94.92,444.0,476.0,474.0,5.0,5.0,0
74.92,444.0,476.0,474.0,5.0,5.0,0
54.92,444.0,462.0,474.0,5.0,5.0,0
34.92,200.0,376.0,200.0,2.0,4.0,0
28.75,100.0,376.0,100.0,1.0,4.0,1
174.91,500.0,500.0,0.0,5.0,5.0,0
114.92,500.0,500.0,500.0,5.0,5.0,0
94.92,500.0,500.0,500.0,5.0,5.0,0
74.92,315.0,200.0,396.0,4.0,2.0,0
174.91,500.0,500.0,296.0,5.0,5.0,0
114.93,500.0,500.0,496.0,5.0,5.0,0
94.93,500.0,400.0,496.0,5.0,4.0,0
174.91,500.0,500.0,294.0,5.0,5.0,0
114.92,500.0,500.0,494.0,5.0,5.0,0
94.92,463.0,500.0,486.0,5.0,5.0,0
74.92,442.0,488.0,479.0,5.0,5.0,0
54.92,442.0,488.0,479.0,5.0,5.0,0
34.92,363.0,388.0,386.0,4.0,4.0,0
32.55,63.0,174.0,90.0,1.0,3.0,1
174.91,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,200.0,5.0,5.0,0
155.31,500.0,500.0,500.0,5.0,5.0,0
95.31,500.0,500.0,500.0,5.0,5.0,0
75.31,178.0,106.0,196.0,2.0,2.0,0
55.31,22.0,106.0,88.0,1.0,2.0,0
174.91,500.0,500.0,0.0,5.0,5.0,0
114.93,500.0,500.0,0.0,5.0,5.0,0
94.93,374.0,438.0,0.0,4.0,5.0,0
174.91,500.0,500.0,0.0,5.0,5.0,0
114.93,500.0,500.0,500.0,5.0,5.0,0
94.93,390.0,300.0,400.0,4.0,3.0,0
74.93,271.0,200.0,297.0,3.0,2.0,0
174.91,500.0,500.0,188.0,5.0,5.0,0
175.0,500.0,500.0,288.0,5.0,5.0,0
173.92,500.0,500.0,388.0,5.0,5.0,0
113.92,500.0,500.0,488.0,5.0,5.0,0
93.92,500.0,500.0,488.0,5.0,5.0,0
73.92,299.0,200.0,454.0,5.0,2.0,0
174.91,500.0,500.0,454.0,5.0,5.0,0
114.92,500.0,500.0,478.0,5.0,5.0,0
94.93,407.0,100.0,439.0,5.0,1.0,0
174.91,500.0,500.0,435.0,5.0,5.0,0
175.0,500.0,500.0,484.0,5.0,5.0,0
169.41,500.0,500.0,484.0,5.0,5.0,0
109.41,500.0,500.0,484.0,5.0,5.0,0
89.41,300.0,315.0,300.0,3.0,4.0,0
174.91,500.0,500.0,0.0,5.0,5.0,0
114.92,500.0,500.0,500.0,5.0,5.0,0
94.92,500.0,500.0,500.0,5.0,5.0,0
74.92,498.0,500.0,500.0,5.0,5.0,0
54.92,498.0,500.0,500.0,5.0,5.0,0
34.92,498.0,500.0,500.0,5.0,5.0,0
39.56,300.0,300.0,300.0,3.0,3.0,1
19.56,100.0,300.0,100.0,1.0,3.0,1
174.91,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,0.0,5.0,5.0,0
158.31,500.0,500.0,0.0,5.0,5.0,0
98.32,256.0,300.0,0.0,3.0,3.0,0
78.32,256.0,300.0,0.0,3.0,3.0,0
37.9,156.0,173.0,0.0,2.0,2.0,1
174.91,500.0,500.0,0.0,5.0,5.0,0
114.93,500.0,500.0,500.0,5.0,5.0,0
94.93,447.0,500.0,500.0,5.0,5.0,0
74.93,447.0,500.0,500.0,5.0,5.0,0
54.93,447.0,500.0,500.0,5.0,5.0,0
34.93,438.0,500.0,500.0,5.0,5.0,0
14.93,291.0,178.0,300.0,3.0,3.0,0
31.41,137.0,0.0,192.0,2.0,0.0,1
175.0,500.0,500.0,0.0,5.0,5.0,0
162.87,500.0,500.0,100.0,5.0,5.0,0
102.87,500.0,500.0,500.0,5.0,5.0,0
82.87,400.0,499.0,400.0,4.0,5.0,0
62.87,300.0,302.0,300.0,3.0,4.0,0
42.87,300.0,202.0,300.0,3.0,3.0,0
22.87,300.0,202.0,300.0,3.0,3.0,0
38.42,300.0,152.0,300.0,3.0,3.0,1
18.42,160.0,52.0,193.0,2.0,2.0,1
174.91,500.0,500.0,89.0,5.0,5.0,0
175.0,500.0,500.0,500.0,5.0,5.0,0
175.0,500.0,500.0,500.0,5.0,5.0,0
163.03,500.0,500.0,500.0,5.0,5.0,0
103.03,500.0,500.0,500.0,5.0,5.0,0
83.03,500.0,500.0,500.0,5.0,5.0,0
63.03,500.0,500.0,500.0,5.0,5.0,0
43.03,500.0,278.0,500.0,5.0,3.0,0
23.03,200.0,95.0,200.0,2.0,2.0,0
174.91,500.0,500.0,196.0,5.0,5.0,0
114.89,500.0,500.0,496.0,5.0,5.0,0
94.89,374.0,499.0,392.0,4.0,5.0,0
74.9,74.0,253.0,92.0,1.0,3.0,0
175.0,500.0,500.0,0.0,5.0,5.0,0
162.79,500.0,500.0,500.0,5.0,5.0,0
102.79,500.0,500.0,500.0,5.0,5.0,0
82.8,492.0,338.0,500.0,5.0,4.0,0
62.8,374.0,338.0,396.0,4.0,4.0,0
42.8,200.0,139.0,200.0,2.0,2.0,0
174.91,500.0,500.0,0.0,5.0,5.0,0
114.89,500.0,500.0,500.0,5.0,5.0,0
94.89,500.0,500.0,500.0,5.0,5.0,0
74.89,500.0,500.0,500.0,5.0,5.0,0
54.89,400.0,500.0,400.0,4.0,5.0,0
34.89,293.0,400.0,300.0,3.0,4.0,0
26.16,193.0,376.0,200.0,2.0,4.0,1
174.91,500.0,500.0,0.0,5.0,5.0,0
114.92,500.0,500.0,500.0,5.0,5.0,0
94.92,400.0,400.0,400.0,4.0,4.0,0
74.93,200.0,78.0,200.0,2.0,1.0,0
174.91,500.0,500.0,0.0,5.0,5.0,0
114.89,500.0,500.0,400.0,5.0,5.0,0
94.89,500.0,500.0,400.0,5.0,5.0,0
74.89,500.0,500.0,400.0,5.0,5.0,0
54.91,500.0,500.0,400.0,5.0,5.0,0
38.92,208.0,400.0,293.0,3.0,4.0,1
174.91,500.0,500.0,0.0,5.0,5.0,0
114.92,500.0,500.0,300.0,5.0,5.0,0
94.92,495.0,500.0,297.0,5.0,5.0,0
74.92,495.0,400.0,297.0,5.0,4.0,0
54.92,495.0,400.0,297.0,5.0,4.0,0
14.92,233.0,55.0,100.0,3.0,1.0,0
20.37,233.0,55.0,100.0,3.0,1.0,1
174.91,500.0,500.0,100.0,5.0,5.0,0
114.9,500.0,500.0,500.0,5.0,5.0,0
94.9,500.0,496.0,500.0,5.0,5.0,0
74.9,500.0,496.0,500.0,5.0,5.0,0
54.9,300.0,300.0,300.0,3.0,3.0,0
26.77,200.0,300.0,200.0,2.0,3.0,1
6.77,100.0,100.0,100.0,1.0,1.0,1
174.91,500.0,500.0,0.0,5.0,5.0,0
114.9,500.0,500.0,500.0,5.0,5.0,0
94.9,496.0,500.0,498.0,5.0,5.0,0
74.9,400.0,500.0,400.0,4.0,5.0,0
54.9,254.0,273.0,390.0,4.0,3.0,0
30.34,122.0,246.0,286.0,3.0,3.0,1
174.91,500.0,500.0,0.0,5.0,5.0,0
114.92,500.0,500.0,0.0,5.0,5.0,0
94.92,400.0,400.0,0.0,4.0,4.0,0
74.92,400.0,400.0,0.0,4.0,4.0,0
54.92,259.0,324.0,0.0,3.0,4.0,0
174.91,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,100.0,5.0,5.0,0
168.61,500.0,500.0,400.0,5.0,5.0,0
108.61,500.0,500.0,500.0,5.0,5.0,0
88.61,500.0,485.0,500.0,5.0,5.0,0
68.61,297.0,139.0,300.0,3.0,2.0,0
48.61,297.0,139.0,300.0,3.0,2.0,0
28.61,297.0,139.0,300.0,3.0,2.0,0
8.61,297.0,39.0,300.0,3.0,1.0,0
174.91,500.0,500.0,300.0,5.0,5.0,0
114.9,500.0,500.0,500.0,5.0,5.0,0
94.9,500.0,500.0,500.0,5.0,5.0,0
74.9,447.0,500.0,489.0,5.0,5.0,0
54.9,447.0,500.0,489.0,5.0,5.0,0
34.9,347.0,474.0,389.0,4.0,5.0,0
14.9,64.0,115.0,189.0,2.0,2.0,0
174.91,500.0,500.0,0.0,5.0,5.0,0
114.91,500.0,500.0,0.0,5.0,5.0,0
94.91,500.0,500.0,0.0,5.0,5.0,0
74.91,418.0,435.0,0.0,5.0,5.0,0
54.91,100.0,297.0,0.0,1.0,4.0,0
21.93,65.0,297.0,0.0,1.0,4.0,1
174.91,500.0,500.0,0.0,5.0,5.0,0
114.9,500.0,500.0,500.0,5.0,5.0,0
94.9,500.0,500.0,500.0,5.0,5.0,0
74.9,346.0,456.0,390.0,4.0,5.0,0
54.9,300.0,456.0,300.0,3.0,5.0,0
34.9,300.0,456.0,300.0,3.0,5.0,0
37.55,300.0,456.0,300.0,3.0,5.0,1
17.55,300.0,456.0,300.0,3.0,5.0,1
174.92,500.0,500.0,292.0,5.0,5.0,0
175.0,500.0,500.0,292.0,5.0,5.0,0
169.64,500.0,500.0,292.0,5.0,5.0,0
109.64,500.0,500.0,392.0,5.0,5.0,0
89.64,485.0,427.0,392.0,5.0,5.0,0
69.64,485.0,427.0,392.0,5.0,5.0,0
49.64,385.0,427.0,297.0,4.0,5.0,0
29.64,285.0,221.0,197.0,3.0,3.0,0
9.64,285.0,159.0,197.0,3.0,2.0,0
25.46,185.0,159.0,99.0,2.0,2.0,1
5.46,23.0,44.0,90.0,1.0,1.0,1
174.91,500.0,500.0,0.0,5.0,5.0,0
114.88,500.0,500.0,500.0,5.0,5.0,0
94.88,500.0,500.0,500.0,5.0,5.0,0
74.88,380.0,426.0,397.0,4.0,5.0,0
54.88,200.0,426.0,200.0,2.0,5.0,0
34.88,200.0,426.0,200.0,2.0,5.0,0
25.88,63.0,226.0,92.0,1.0,3.0,1
5.88,9.0,126.0,84.0,1.0,2.0,1
174.91,500.0,500.0,82.0,5.0,5.0,0
114.88,500.0,500.0,382.0,5.0,5.0,0
94.88,498.0,500.0,382.0,5.0,5.0,0
74.88,498.0,500.0,382.0,5.0,5.0,0
54.88,498.0,500.0,382.0,5.0,5.0,0
34.88,376.0,334.0,282.0,4.0,4.0,0
14.88,179.0,110.0,182.0,3.0,2.0,0
25.02,169.0,0.0,182.0,2.0,0.0,1
174.91,500.0,500.0,182.0,5.0,5.0,0
114.89,500.0,500.0,482.0,5.0,5.0,0
94.89,500.0,500.0,482.0,5.0,5.0,0
33.42,300.0,443.0,282.0,3.0,5.0,1
13.42,300.0,443.0,282.0,3.0,5.0,1
174.92,400.0,500.0,281.0,4.0,5.0,0
175.0,400.0,500.0,281.0,4.0,5.0,0
175.0,400.0,500.0,281.0,4.0,5.0,0
175.0,500.0,500.0,281.0,5.0,5.0,0
155.98,500.0,500.0,481.0,5.0,5.0,0
95.98,500.0,500.0,481.0,5.0,5.0,0
75.98,461.0,500.0,467.0,5.0,5.0,0
55.99,307.0,300.0,359.0,4.0,3.0,0
35.99,307.0,300.0,359.0,4.0,3.0,0
15.99,307.0,300.0,359.0,4.0,3.0,0
174.91,500.0,500.0,359.0,5.0,5.0,0
114.89,500.0,500.0,459.0,5.0,5.0,0
94.89,390.0,500.0,459.0,5.0,5.0,0
74.89,388.0,499.0,458.0,5.0,5.0,0
54.89,366.0,499.0,454.0,5.0,5.0,0
34.89,357.0,499.0,356.0,4.0,5.0,0
14.89,300.0,283.0,350.0,4.0,3.0,0
27.88,68.0,283.0,94.0,1.0,3.0,1
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
175.0,500.0,500.0,400.0,5.0,5.0,0
159.14,500.0,500.0,400.0,5.0,5.0,0
99.14,500.0,500.0,400.0,5.0,5.0,0
59.14,406.0,342.0,376.0,5.0,4.0,0
39.14,406.0,342.0,376.0,5.0,4.0,0
30.5,262.0,242.0,188.0,3.0,3.0,1
10.5,7.0,167.0,88.0,1.0,3.0,1
174.91,500.0,500.0,0.0,5.0,5.0,0
114.9,500.0,500.0,0.0,5.0,5.0,0
94.9,500.0,500.0,0.0,5.0,5.0,0
74.9,500.0,500.0,0.0,5.0,5.0,0
22.49,100.0,336.0,0.0,1.0,5.0,1
2.49,100.0,317.0,0.0,1.0,5.0,1
174.91,500.0,500.0,0.0,5.0,5.0,0
114.9,500.0,500.0,500.0,5.0,5.0,0
94.9,499.0,497.0,498.0,5.0,5.0,0
74.9,399.0,497.0,397.0,4.0,5.0,0
54.9,370.0,497.0,397.0,4.0,5.0,0
34.9,370.0,497.0,397.0,4.0,5.0,0
35.27,89.0,101.0,183.0,2.0,2.0,1
15.27,17.0,0.0,88.0,1.0,0.0,1
174.91,500.0,500.0,88.0,5.0,5.0,0
114.9,500.0,500.0,488.0,5.0,5.0,0
94.9,500.0,496.0,488.0,5.0,5.0,0
74.9,500.0,496.0,488.0,5.0,5.0,0
54.9,500.0,496.0,488.0,5.0,5.0,0
34.9,257.0,83.0,374.0,4.0,3.0,0
114.91,500.0,500.0,474.0,5.0,5.0,0
94.91,500.0,407.0,474.0,5.0,5.0,0
74.91,500.0,406.0,474.0,5.0,5.0,0
54.91,444.0,99.0,466.0,5.0,1.0,0
174.92,500.0,500.0,368.0,5.0,5.0,0
175.0,500.0,500.0,468.0,5.0,5.0,0
165.3,500.0,500.0,468.0,5.0,5.0,0
105.3,500.0,500.0,468.0,5.0,5.0,0
85.3,500.0,446.0,468.0,5.0,5.0,0
65.3,500.0,446.0,468.0,5.0,5.0,0
45.3,448.0,300.0,460.0,5.0,3.0,0
25.3,347.0,284.0,360.0,4.0,3.0,0
174.92,500.0,500.0,274.0,5.0,5.0,0
114.91,500.0,500.0,474.0,5.0,5.0,0
94.91,392.0,160.0,374.0,4.0,2.0,0
174.91,500.0,500.0,0.0,5.0,5.0,0
114.89,500.0,500.0,300.0,5.0,5.0,0
94.89,500.0,500.0,300.0,5.0,5.0,0
74.89,327.0,500.0,200.0,4.0,5.0,0
54.89,200.0,358.0,200.0,2.0,4.0,0
25.92,100.0,358.0,100.0,1.0,4.0,1
5.92,75.0,215.0,84.0,1.0,3.0,1
174.94,500.0,500.0,82.0,5.0,5.0,0
114.94,500.0,500.0,482.0,5.0,5.0,0
94.94,498.0,500.0,479.0,5.0,5.0,0
74.94,484.0,476.0,479.0,5.0,5.0,0
54.94,484.0,476.0,479.0,5.0,5.0,0
34.94,484.0,376.0,479.0,5.0,4.0,0
14.95,286.0,258.0,282.0,3.0,3.0,0
20.9,103.0,90.0,220.0,3.0,1.0,1
174.92,500.0,500.0,0.0,5.0,5.0,0
114.93,500.0,500.0,0.0,5.0,5.0,0
94.93,400.0,440.0,0.0,4.0,5.0,0
74.93,400.0,440.0,0.0,4.0,5.0,0
54.93,300.0,426.0,0.0,4.0,5.0,0
34.93,300.0,426.0,0.0,4.0,5.0,0
38.76,212.0,356.0,0.0,3.0,4.0,1
18.76,212.0,356.0,0.0,3.0,4.0,1
174.94,500.0,500.0,0.0,5.0,5.0,0
114.94,500.0,500.0,500.0,5.0,5.0,0
94.94,476.0,454.0,491.0,5.0,5.0,0
74.94,476.0,454.0,491.0,5.0,5.0,0
54.94,376.0,454.0,391.0,4.0,5.0,0
34.94,309.0,246.0,381.0,4.0,3.0,0
14.94,309.0,246.0,381.0,4.0,3.0,0
24.53,300.0,90.0,300.0,3.0,1.0,1
4.53,100.0,0.0,100.0,1.0,0.0,1
174.93,500.0,500.0,0.0,5.0,5.0,0
114.93,500.0,500.0,400.0,5.0,5.0,0
94.93,500.0,486.0,500.0,5.0,5.0,0
74.93,500.0,486.0,500.0,5.0,5.0,0
54.93,500.0,486.0,500.0,5.0,5.0,0
34.93,300.0,246.0,300.0,3.0,3.0,0
14.93,264.0,190.0,300.0,3.0,3.0,0
174.93,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,500.0,5.0,5.0,0
175.0,500.0,500.0,500.0,5.0,5.0,0
157.12,500.0,500.0,500.0,5.0,5.0,0
97.14,278.0,299.0,296.0,3.0,3.0,0
77.14,278.0,299.0,296.0,3.0,3.0,0
57.14,178.0,276.0,196.0,2.0,3.0,0
21.28,178.0,276.0,196.0,2.0,3.0,1
1.28,178.0,276.0,196.0,2.0,3.0,1
174.94,500.0,500.0,196.0,5.0,5.0,0
114.93,500.0,500.0,496.0,5.0,5.0,0
94.93,498.0,446.0,493.0,5.0,5.0,0
74.93,469.0,346.0,493.0,5.0,4.0,0
35.24,200.0,134.0,200.0,2.0,3.0,1
15.24,100.0,46.0,100.0,1.0,1.0,1
174.93,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
162.11,500.0,500.0,400.0,5.0,5.0,0
102.11,500.0,500.0,500.0,5.0,5.0,0
82.11,500.0,443.0,499.0,5.0,5.0,0
62.11,500.0,343.0,499.0,5.0,4.0,0
42.12,200.0,149.0,200.0,2.0,2.0,0
26.26,200.0,149.0,200.0,2.0,2.0,1
174.93,500.0,500.0,0.0,5.0,5.0,0
114.93,500.0,500.0,300.0,5.0,5.0,0
94.93,500.0,478.0,400.0,5.0,5.0,0
74.93,500.0,478.0,400.0,5.0,5.0,0
54.93,491.0,478.0,396.0,5.0,5.0,0
34.93,374.0,478.0,391.0,4.0,5.0,0
14.93,200.0,48.0,200.0,2.0,1.0,0
174.93,500.0,500.0,100.0,5.0,5.0,0
114.92,500.0,500.0,500.0,5.0,5.0,0
94.92,500.0,479.0,500.0,5.0,5.0,0
74.92,369.0,257.0,400.0,4.0,3.0,0
174.93,500.0,500.0,188.0,5.0,5.0,0
114.93,500.0,500.0,488.0,5.0,5.0,0
94.93,429.0,401.0,488.0,5.0,5.0,0
74.93,269.0,7.0,365.0,4.0,1.0,0
54.93,269.0,7.0,365.0,4.0,1.0,0
174.94,500.0,500.0,365.0,5.0,5.0,0
114.93,500.0,500.0,465.0,5.0,5.0,0
94.93,343.0,341.0,361.0,4.0,5.0,0
74.93,343.0,317.0,361.0,4.0,5.0,0
54.93,343.0,317.0,361.0,4.0,5.0,0
34.93,292.0,228.0,357.0,4.0,3.0,0
14.93,159.0,95.0,245.0,3.0,1.0,0
174.93,500.0,500.0,245.0,5.0,5.0,0
175.0,500.0,500.0,445.0,5.0,5.0,0
167.02,500.0,500.0,445.0,5.0,5.0,0
107.02,500.0,500.0,445.0,5.0,5.0,0
87.02,400.0,378.0,380.0,4.0,4.0,0
37.7,200.0,187.0,188.0,2.0,3.0,1
17.7,200.0,187.0,188.0,2.0,3.0,1
174.93,500.0,500.0,175.0,5.0,5.0,0
114.93,500.0,500.0,475.0,5.0,5.0,0
94.93,469.0,475.0,464.0,5.0,5.0,0
74.93,469.0,410.0,464.0,5.0,5.0,0
54.93,469.0,410.0,464.0,5.0,5.0,0
34.93,453.0,410.0,464.0,5.0,5.0,0
174.93,500.0,500.0,362.0,5.0,5.0,0
114.93,500.0,500.0,487.0,5.0,5.0,0
94.93,347.0,487.0,384.0,4.0,5.0,0
74.93,241.0,341.0,284.0,3.0,5.0,0
24.17,199.0,267.0,284.0,3.0,4.0,1
175.0,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,100.0,5.0,5.0,0
175.0,500.0,500.0,100.0,5.0,5.0,0
175.0,500.0,500.0,100.0,5.0,5.0,0
175.0,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,200.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
167.26,500.0,500.0,300.0,5.0,5.0,0
107.26,500.0,500.0,300.0,5.0,5.0,0
87.26,400.0,467.0,200.0,4.0,5.0,0
174.93,500.0,500.0,0.0,5.0,5.0,0
114.92,500.0,500.0,400.0,5.0,5.0,0
94.92,500.0,500.0,400.0,5.0,5.0,0
74.92,500.0,500.0,400.0,5.0,5.0,0
54.92,428.0,462.0,388.0,5.0,5.0,0
34.92,328.0,417.0,288.0,4.0,5.0,0
14.92,128.0,371.0,188.0,2.0,5.0,0
25.68,128.0,371.0,188.0,2.0,5.0,1
5.68,128.0,371.0,188.0,2.0,5.0,1
174.94,500.0,500.0,181.0,5.0,5.0,0
114.93,500.0,500.0,181.0,5.0,5.0,0
94.93,431.0,483.0,169.0,5.0,5.0,0
74.93,431.0,458.0,169.0,5.0,5.0,0
54.93,417.0,376.0,166.0,5.0,4.0,0
34.93,295.0,310.0,60.0,4.0,4.0,0
32.84,180.0,219.0,0.0,2.0,4.0,1
12.84,180.0,219.0,0.0,2.0,4.0,1
174.94,500.0,500.0,0.0,5.0,5.0,0
114.93,500.0,500.0,400.0,5.0,5.0,0
94.93,412.0,400.0,375.0,5.0,4.0,0
74.93,312.0,278.0,275.0,4.0,3.0,0
54.93,312.0,278.0,275.0,4.0,3.0,0
34.93,200.0,198.0,100.0,2.0,3.0,0
20.12,200.0,180.0,100.0,2.0,3.0,1
0.12,200.0,180.0,100.0,2.0,3.0,1
174.94,500.0,500.0,100.0,5.0,5.0,0
175.0,500.0,500.0,100.0,5.0,5.0,0
175.0,500.0,500.0,300.0,5.0,5.0,0
155.73,500.0,500.0,500.0,5.0,5.0,0
95.73,500.0,500.0,500.0,5.0,5.0,0
75.73,500.0,488.0,499.0,5.0,5.0,0
55.73,500.0,488.0,499.0,5.0,5.0,0
35.73,500.0,488.0,499.0,5.0,5.0,0
15.73,372.0,198.0,400.0,4.0,4.0,0
174.92,500.0,500.0,96.0,5.0,5.0,0
175.0,500.0,500.0,196.0,5.0,5.0,0
174.33,500.0,500.0,496.0,5.0,5.0,0
114.33,500.0,500.0,496.0,5.0,5.0,0
94.33,424.0,275.0,479.0,5.0,3.0,0
74.33,424.0,275.0,479.0,5.0,3.0,0
54.33,424.0,275.0,479.0,5.0,3.0,0
34.33,424.0,168.0,479.0,5.0,2.0,0
14.33,424.0,74.0,479.0,5.0,1.0,0
174.93,500.0,500.0,379.0,5.0,5.0,0
114.92,500.0,500.0,483.0,5.0,5.0,0
94.92,500.0,471.0,483.0,5.0,5.0,0
74.92,500.0,471.0,483.0,5.0,5.0,0
54.92,397.0,421.0,383.0,4.0,5.0,0
35.18,197.0,350.0,200.0,2.0,4.0,1
15.18,197.0,350.0,200.0,2.0,4.0,1
174.94,500.0,500.0,200.0,5.0,5.0,0
114.94,500.0,500.0,500.0,5.0,5.0,0
94.94,400.0,500.0,400.0,4.0,5.0,0
74.94,400.0,500.0,400.0,4.0,5.0,0
54.95,400.0,500.0,400.0,4.0,5.0,0
34.95,200.0,221.0,200.0,2.0,3.0,0
27.44,100.0,132.0,100.0,1.0,3.0,1
174.92,500.0,500.0,0.0,5.0,5.0,0
114.91,500.0,500.0,100.0,5.0,5.0,0
94.91,500.0,430.0,200.0,5.0,5.0,0
74.91,500.0,430.0,200.0,5.0,5.0,0
54.91,472.0,334.0,200.0,5.0,5.0,0
34.91,472.0,334.0,200.0,5.0,5.0,0
14.91,300.0,112.0,200.0,4.0,2.0,0
174.93,500.0,500.0,195.0,5.0,5.0,0
114.91,500.0,500.0,495.0,5.0,5.0,0
94.91,500.0,500.0,495.0,5.0,5.0,0
74.91,500.0,451.0,495.0,5.0,5.0,0
54.91,491.0,451.0,493.0,5.0,5.0,0
34.91,491.0,451.0,493.0,5.0,5.0,0
14.91,400.0,351.0,395.0,4.0,4.0,0
23.94,249.0,330.0,291.0,3.0,4.0,1
174.93,500.0,500.0,0.0,5.0,5.0,0
175.0,500.0,500.0,0.0,5.0,5.0,0
169.77,500.0,500.0,0.0,5.0,5.0,0
109.77,500.0,500.0,500.0,5.0,5.0,0
89.77,371.0,364.0,400.0,4.0,4.0,0
